"BehaviorSpace results (NetLogo 6.3.0)"
"retailers_model_new.nlogo"
"E1_E2"
"03/21/2023 15:29:14:206 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","1","1","1","1","1","1","2","2","2","2","2","2","3","3","3","3","3","3","4","4","4","4","4","4"
"initial-number-customers","80",,,,,,"80",,,,,,"80",,,,,,"80",,,,,
"set-evaluation-period-range","20",,,,,,"20",,,,,,"20",,,,,,"20",,,,,
"set-run-day","2000",,,,,,"2000",,,,,,"2000",,,,,,"2000",,,,,
"randomise-budget?","true",,,,,,"true",,,,,,"true",,,,,,"true",,,,,
"price-fraction","1",,,,,,"1",,,,,,"1",,,,,,"1",,,,,
"initial-number-retailers","2",,,,,,"2",,,,,,"2",,,,,,"2",,,,,
"distance-fraction","1",,,,,,"1",,,,,,"1",,,,,,"1",,,,,
"randomise-buying-frequency?","true",,,,,,"true",,,,,,"true",,,,,,"true",,,,,
"retailer-0-mark-up-percentage","1.15",,,,,,"1.15",,,,,,"1.15",,,,,,"1.15",,,,,
"Experiment","2-retailer-even-space",,,,,,"2-retailer-even-space",,,,,,"2-retailer-even-space",,,,,,"2-retailer-even-space",,,,,
"randomise-evaluation-period?","true",,,,,,"true",,,,,,"true",,,,,,"true",,,,,
"unit-cost","30",,,,,,"30",,,,,,"30",,,,,,"30",,,,,
"show-shop-id?","true",,,,,,"true",,,,,,"true",,,,,,"true",,,,,
"set-buying-frequency","7",,,,,,"7",,,,,,"7",,,,,,"7",,,,,
"retailer-1-mark-up-percentage","1.3",,,,,,"1.3",,,,,,"1.3",,,,,,"1.3",,,,,
"show-chosen-shop?","true",,,,,,"true",,,,,,"true",,,,,,"true",,,,,
"[reporter]","[ cumulative-profit ] of retailer 0","[ market-share ] of retailer 0","[ price ] of retailer 0","[ cumulative-profit ] of retailer 1","[ market-share ] of retailer 1","[ price ] of retailer 1","[ cumulative-profit ] of retailer 0","[ market-share ] of retailer 0","[ price ] of retailer 0","[ cumulative-profit ] of retailer 1","[ market-share ] of retailer 1","[ price ] of retailer 1","[ cumulative-profit ] of retailer 0","[ market-share ] of retailer 0","[ price ] of retailer 0","[ cumulative-profit ] of retailer 1","[ market-share ] of retailer 1","[ price ] of retailer 1","[ cumulative-profit ] of retailer 0","[ market-share ] of retailer 0","[ price ] of retailer 0","[ cumulative-profit ] of retailer 1","[ market-share ] of retailer 1","[ price ] of retailer 1"
"[final]","233124.91819889608","34","44.634450253541196","228995.54842126608","39","42.69154723068149","226517.96931762015","36","42.349718178106876","252540.77162953763","38","43.68347865166774","189208.4841231761","37","43.0984642668264","242038.80233308638","28","47.491309727272906","274237.89128999057","39","42.10079642879658","279440.9288601625","35","43.53288376469418"
"[min]","0","30","34.5","0","32","37.12376257069645","0","30","34.5","0","28","38.75588676820314","0","31","34.2949790106197","0","22","39","0","31","34.5","0","30","38.302763134007904"
"[max]","233124.91819889608","46","45.474053936896524","228995.54842126608","41","43.931228203649994","226517.96931762015","41","43.66526811499346","252540.77162953763","43","44.94596662652984","189208.4841231761","41","44.02237594118755","242038.80233308638","45","47.79043829617337","274237.89128999057","43","43.7052694319111","279440.9288601625","42","44.30036231695268"
