,"33134.504453910864","40","44.46589408028815","34103.464901313295","40","42.32396363481807","33134.504453910864","40","44.46589408028815","32387.92272603838","42","41.944996299610835","25340.322711050554","38","39.23370967398773","32387.92272603838","42","41.944996299610835","25525.99027475745","33","40.43262630877414","29025.030233666053","47","41.73076425497668","25525.99027475745","33","40.43262630877414","18641.96503288532","38","41.722593626638115","22219.974695859713","42","43.530149266087676","18641.96503288532","38","41.722593626638115"
,"33264.69750063348","39","44.19053934105242","34251.35246493108","39","42.3177460991751","33264.69750063348","39","44.19053934105242","32507.372689034495","42","41.944996299610835","25488.06206583434","38","39.23370967398773","32507.372689034495","42","41.944996299610835","25672.0470430803","33","40.43262630877414","29212.722461745652","47","41.73076425497668","25672.0470430803","33","40.43262630877414","18782.636156404962","38","41.722593626638115","22328.215889988413","38","43.530149266087676","18782.636156404962","38","41.722593626638115"
,"33449.17451206712","36","44.19053934105242","34436.11865641866","40","42.3177460991751","33449.17451206712","36","44.19053934105242","32686.547633528666","42","41.944996299610835","25598.86658192218","38","39.23370967398773","32686.547633528666","42","41.944996299610835","25755.5080535505","33","40.43262630877414","29353.49163280535","47","41.73076425497668","25755.5080535505","33","40.43262630877414","18993.642841684425","38","41.722593626638115","22490.57768118146","40","43.530149266087676","18993.642841684425","38","41.722593626638115"
,"33477.555590749216","40","44.19053934105242","34546.978371311205","39","42.3177460991751","33477.555590749216","40","44.19053934105242","32758.217611326327","42","41.944996299610835","25691.203678662045","38","39.23370967398773","32758.217611326327","42","41.944996299610835","25849.401690329476","33","40.43262630877414","29447.33774684515","47","41.73076425497668","25849.401690329476","33","40.43262630877414","19075.700997070882","38","41.722593626638115","22531.168128979723","41","43.530149266087676","19075.700997070882","38","41.722593626638115"
,"33562.69882679551","39","44.19053934105242","34620.884847906236","40","42.3177460991751","33562.69882679551","39","44.19053934105242","32877.667574322404","42","42.86083125086109","25718.904807684004","38","39.23370967398773","32877.667574322404","42","42.86083125086109","25901.56482187335","33","40.43262630877414","29541.18386088495","47","42.44059999967125","25901.56482187335","33","40.43262630877414","19122.59137157743","38","41.722593626638115","22598.81887531016","39","43.530149266087676","19122.59137157743","38","41.722593626638115"
,"33874.890692298584","35","44.19053934105242","34916.51075428636","39","42.3177460991751","33874.890692298584","35","44.19053934105242","33173.46669309215","41","42.86083125086109","25986.682388229616","39","39.23370967398773","33173.46669309215","41","42.86083125086109","26193.678358519053","35","40.43262630877414","29864.639460876388","39","42.44059999967125","26193.678358519053","35","40.43262630877414","19415.65621224335","38","41.722593626638115","22801.77111430147","33","43.530149266087676","19415.65621224335","38","41.722593626638115"
,"33874.890692298584","40","44.19053934105242","34916.51075428636","40","42.3177460991751","33874.890692298584","40","44.19053934105242","33173.46669309215","41","42.86083125086109","25986.682388229616","39","39.23370967398773","33173.46669309215","41","42.86083125086109","26193.678358519053","35","40.43262630877414","29864.639460876388","45","42.44059999967125","26193.678358519053","35","40.43262630877414","19415.65621224335","38","41.722593626638115","22801.77111430147","42","43.530149266087676","19415.65621224335","38","41.722593626638115"
,"33903.27177098068","40","44.19053934105242","35027.37046917891","39","42.3177460991751","33903.27177098068","40","44.19053934105242","33250.631680597304","41","42.86083125086109","26079.01948496948","39","39.23370967398773","33250.631680597304","41","42.86083125086109","26287.57199529803","35","40.43262630877414","29951.723660874082","44","42.44059999967125","26287.57199529803","35","40.43262630877414","19497.714367629807","38","41.722593626638115","22842.361562099733","41","43.530149266087676","19497.714367629807","38","41.722593626638115"
,"34016.79608570907","37","44.19053934105242","35101.27694577394","40","42.3177460991751","34016.79608570907","37","44.19053934105242","33327.796668102455","41","42.86083125086109","26134.4217430134","39","39.23370967398773","33327.796668102455","41","42.86083125086109","26360.600379459454","35","40.43262630877414","30001.486060872765","43","42.44059999967125","26360.600379459454","35","40.43262630877414","19603.21771026954","38","41.722593626638115","22882.952009897996","41","43.530149266087676","19603.21771026954","38","41.722593626638115"
,"34300.60687253005","37","44.18300024480804","35433.85609045158","39","42.30703443958065","34300.60687253005","37","44.18300024480804","33623.5957868722","36","42.80740924279491","26374.498194537053","39","40.171228238381744","33623.5957868722","36","42.80740924279491","26590.118158252506","35","40.22342072930283","30324.941660864202","43","42.44059999967125","26590.118158252506","35","40.22342072930283","19896.28255093546","38","42.5820064984439","23180.61529375192","34","43.43101457786539","19896.28255093546","38","42.5820064984439"
,"34300.60687253005","40","44.18300024480804","35433.85609045158","40","42.30703443958065","34300.60687253005","40","44.18300024480804","33623.5957868722","42","42.80740924279491","26374.498194537053","38","40.171228238381744","33623.5957868722","42","42.80740924279491","26590.118158252506","35","40.22342072930283","30324.941660864202","45","42.44059999967125","26590.118158252506","35","40.22342072930283","19896.28255093546","37","42.5820064984439","23180.61529375192","43","43.43101457786539","19896.28255093546","37","42.5820064984439"
,"34513.35187620222","36","44.18300024480804","35692.3038136828","39","42.30703443958065","34513.35187620222","36","44.18300024480804","33879.74397172805","42","42.80740924279491","26598.265215781445","38","40.171228238381744","33879.74397172805","42","42.80740924279491","26815.033414297195","35","40.22342072930283","30573.753660857616","40","42.44059999967125","26815.033414297195","35","40.22342072930283","20122.758667907445","36","42.5820064984439","23368.649497842034","40","43.43101457786539","20122.758667907445","36","42.5820064984439"
,"34513.35187620222","40","44.18300024480804","35692.3038136828","40","42.30703443958065","34513.35187620222","40","44.18300024480804","33879.74397172805","42","42.80740924279491","26598.265215781445","38","40.171228238381744","33879.74397172805","42","42.80740924279491","26815.033414297195","35","40.22342072930283","30573.753660857616","45","42.44059999967125","26815.033414297195","35","40.22342072930283","20122.758667907445","37","42.5820064984439","23368.649497842034","43","43.43101457786539","20122.758667907445","37","42.5820064984439"
,"34640.998878405524","39","44.18300024480804","35839.98822695779","39","42.30703443958065","34640.998878405524","39","44.18300024480804","34007.818064155974","42","42.80740924279491","26761.004867595548","38","40.171228238381744","34007.818064155974","42","42.80740924279491","26968.384725236756","35","40.22342072930283","30735.481460853334","43","42.44059999967125","26968.384725236756","35","40.22342072930283","20273.74274588877","37","42.5820064984439","23476.097614464958","39","43.43101457786539","20273.74274588877","37","42.5820064984439"
,"34839.560881832884","36","44.18300024480804","35987.67264023277","40","42.30703443958065","34839.560881832884","36","44.18300024480804","34199.92920279786","40","42.80643156391465","26842.3746935026","38","40.171228238381744","34199.92920279786","40","42.80643156391465","27101.28919471771","35","40.22342072930283","30872.32806084971","43","42.44059999967125","27101.28919471771","35","40.22342072930283","20412.14481737165","36","42.5820064984439","23623.838774821477","41","43.43101457786539","20412.14481737165","36","42.5820064984439"
,"34867.92688232251","40","44.18300024480804","36098.43595018901","39","42.30703443958065","34867.92688232251","40","44.18300024480804","34276.76779218134","42","42.80643156391465","26944.086975886414","38","40.171228238381744","34276.76779218134","42","42.80643156391465","27193.299981281445","35","40.22342072930283","30959.412260847406","44","43.00632057393161","27193.299981281445","35","40.22342072930283","20500.218862860755","37","42.5820064984439","23664.131818555074","42","43.43101457786539","20500.218862860755","37","42.5820064984439"
,"34938.84188354656","39","44.18300024480804","36209.199260145244","40","42.30703443958065","34938.84188354656","39","44.18300024480804","34340.7999500009","39","42.80643156391465","27015.285573555084","38","40.171228238381744","34340.7999500009","39","42.80643156391465","27203.52340201075","36","40.22342072930283","31037.450184290996","44","43.00632057393161","27203.52340201075","36","40.22342072930283","20613.456921346748","37","42.5820064984439","23785.010949755862","42","43.43101457786539","20613.456921346748","37","42.5820064984439"
,"35250.867888932415","35","43.789870705940665","36504.56808669521","39","42.291950221813316","35250.867888932415","35","43.789870705940665","34648.154307534816","42","42.80643156391465","27300.079964229764","38","40.171228238381744","34648.154307534816","42","42.80643156391465","27500.002603160567","36","40.22342072930283","31349.601878065354","37","43.00632057393161","27500.002603160567","36","40.22342072930283","20902.84307081095","36","42.5820064984439","24040.200226735305","37","43.43101457786539","20902.84307081095","36","42.5820064984439"
,"35250.867888932415","41","43.789870705940665","36504.56808669521","39","42.291950221813316","35250.867888932415","41","43.789870705940665","34648.154307534816","42","42.80643156391465","27300.079964229764","38","40.171228238381744","34648.154307534816","42","42.80643156391465","27500.002603160567","36","40.22342072930283","31349.601878065354","44","43.00632057393161","27500.002603160567","36","40.22342072930283","20902.84307081095","37","42.5820064984439","24040.200226735305","43","43.43101457786539","20902.84307081095","37","42.5820064984439"
,"35374.9767252859","41","43.789870705940665","36701.23929024423","39","42.291950221813316","35374.9767252859","41","43.789870705940665","34827.4443494296","40","42.734441006950696","27432.305931328723","38","40.171228238381744","34827.4443494296","40","42.734441006950696","27653.353914100127","36","40.18943652521106","31518.684045526465","42","43.00632057393161","27653.353914100127","36","40.18943652521106","21041.245142293832","37","42.46155851451982","24161.079357936094","40","43.43101457786539","21041.245142293832","37","42.46155851451982"
,"35512.87543234533","39","43.789870705940665","36762.6990413533","39","42.291950221813316","35512.87543234533","39","43.789870705940665","34916.58543647824","42","42.734441006950696","27483.16207252063","38","40.171228238381744","34916.58543647824","42","42.734441006950696","27724.67996977661","36","40.18943652521106","31570.70932782219","42","43.00632057393161","27724.67996977661","36","40.18943652521106","21128.47605189546","36","42.46155851451982","24228.23443082542","43","43.43101457786539","21128.47605189546","36","42.46155851451982"
,"35650.77413940476","41","43.789870705940665","36922.49439423688","39","42.291950221813316","35650.77413940476","41","43.789870705940665","35043.92984654773","42","42.734441006950696","27645.901724334733","38","40.171228238381744","35043.92984654773","42","42.734441006950696","27887.710954180002","36","40.18943652521106","31713.77885413544","41","43.00632057393161","27887.710954180002","36","40.18943652521106","21278.01475406968","37","42.46155851451982","24335.682547448345","39","43.43101457786539","21278.01475406968","37","42.46155851451982"
,"35650.77413940476","41","43.789870705940665","36922.49439423688","39","42.291950221813316","35650.77413940476","41","43.789870705940665","35043.92984654773","42","42.734441006950696","27645.901724334733","38","40.171228238381744","35043.92984654773","42","42.734441006950696","27887.710954180002","36","40.18943652521106","31713.77885413544","44","43.00632057393161","27887.710954180002","36","40.18943652521106","21278.01475406968","37","42.46155851451982","24335.682547448345","43","43.43101457786539","21278.01475406968","37","42.46155851451982"
,"35954.15129493551","37","43.789870705940665","37291.25290089129","39","42.291950221813316","35954.15129493551","37","43.789870705940665","35362.29087172146","39","42.734441006950696","27940.867343247795","38","40.029617007881264","35362.29087172146","39","42.734441006950696","28122.067994259876","36","40.18943652521106","32038.936868483728","38","43.00632057393161","28122.067994259876","36","40.18943652521106","21614.47683396168","36","42.46155851451982","24644.59588273925","39","43.357797110304524","21614.47683396168","36","42.46155851451982"
,"36050.68038987711","41","43.789870705940665","37365.00460222217","39","42.291950221813316","36050.68038987711","41","43.789870705940665","35464.16639977705","40","42.75427227136692","27970.956194271435","38","40.029617007881264","35464.16639977705","40","42.75427227136692","28183.204613411148","36","40.18943652521106","32129.98111250125","44","43.00632057393161","28183.204613411148","36","40.18943652521106","21664.323068019752","37","42.46155851451982","24724.742665401074","41","43.357797110304524","21664.323068019752","37","42.46155851451982"
,"36188.57909693654","41","44.247537470638925","37524.79995510575","39","42.053923856632856","36188.57909693654","41","44.247537470638925","35591.70912249075","42","42.75427227136692","28131.430066397515","38","40.029617007881264","35591.70912249075","42","42.75427227136692","28346.23559781454","36","40.18943652521106","32273.050638814497","41","43.00632057393161","28346.23559781454","36","40.18943652521106","21813.861770193973","37","42.46155851451982","24831.605042283507","39","43.357797110304524","21813.861770193973","37","42.46155851451982"
,"36302.55939670167","37","44.247537470638925","37597.12349824556","40","42.053923856632856","36302.55939670167","37","44.247537470638925","35680.98902839034","42","42.75427227136692","28181.578151436916","38","40.029617007881264","35680.98902839034","42","42.75427227136692","28417.561653491022","36","40.18943652521106","32325.075921110223","42","43.909469735919046","28417.561653491022","36","40.18943652521106","21901.0926797956","36","42.46155851451982","24898.394027835027","43","43.357797110304524","21901.0926797956","36","42.46155851451982"
,"36331.05447164295","40","44.247537470638925","37717.6627368119","40","42.053923856632856","36331.05447164295","40","44.247537470638925","35757.514662018555","42","42.75427227136692","28281.874321515716","38","40.029617007881264","35757.514662018555","42","42.75427227136692","28509.26658221793","39","40.18943652521106","32408.53273952573","39","43.909469735919046","28509.26658221793","39","40.18943652521106","21988.32358939723","37","42.46155851451982","24938.46741916594","42","43.357797110304524","21988.32358939723","37","42.46155851451982"
,"36331.05447164295","40","44.247537470638925","37717.6627368119","40","42.053923856632856","36331.05447164295","40","44.247537470638925","35757.514662018555","42","42.75427227136692","28281.874321515716","38","40.029617007881264","35757.514662018555","42","42.75427227136692","28509.26658221793","39","40.18943652521106","32408.53273952573","41","43.909469735919046","28509.26658221793","39","40.18943652521106","21988.32358939723","37","42.46155851451982","24938.46741916594","43","43.357797110304524","21988.32358939723","37","42.46155851451982"
,"36729.9855208209","34","44.247537470638925","38091.334376367566","40","42.053923856632856","36729.9855208209","34","44.247537470638925","36165.651374702386","40","42.619926732835964","28592.792448759996","38","40.029617007881264","36165.651374702386","40","42.619926732835964","28896.465170175983","39","41.03769756156623","32784.088422395514","33","43.909469735919046","28896.465170175983","39","41.03769756156623","22324.785669289227","36","42.35571360628052","25272.412346923542","35","43.357797110304524","22324.785669289227","36","42.35571360628052"
,"36801.2232081741","39","44.247537470638925","38199.819691077275","40","42.053923856632856","36801.2232081741","39","44.247537470638925","36228.751008366555","39","42.619926732835964","28662.999767815156","38","40.029617007881264","36228.751008366555","39","42.619926732835964","28907.50286773755","36","41.03769756156623","32839.726301339186","42","43.909469735919046","28907.50286773755","36","41.03769756156623","22435.987091745756","37","42.35571360628052","25392.63252091628","42","43.357797110304524","22435.987091745756","37","42.35571360628052"
,"36829.718283115384","40","44.247537470638925","38320.35892964362","40","42.053923856632856","36829.718283115384","40","44.247537470638925","36304.47056876356","42","42.619926732835964","28763.295937893956","38","40.029617007881264","36304.47056876356","42","42.619926732835964","29006.842145791637","36","41.03769756156623","32923.18311975469","42","43.909469735919046","29006.842145791637","36","41.03769756156623","22522.477086989722","37","42.35571360628052","25432.70591224719","42","43.357797110304524","22522.477086989722","37","42.35571360628052"
,"36943.69858288051","37","44.247537470638925","38392.682472783425","40","42.053923856632856","36943.69858288051","37","44.247537470638925","36392.810055893395","42","42.619926732835964","28813.444022933356","38","40.029617007881264","36392.810055893395","42","42.619926732835964","29084.106028722596","36","41.03769756156623","32978.820998698364","42","43.909469735919046","29084.106028722596","36","41.03769756156623","22608.96708223369","36","42.35571360628052","25499.49489779871","43","43.357797110304524","22608.96708223369","36","42.35571360628052"
,"37071.92642011628","39","43.98334967309159","38549.38348291967","40","42.31628374988002","37071.92642011628","39","43.98334967309159","36519.00932322173","42","42.619926732835964","28973.917895059436","38","40.029617007881264","36519.00932322173","42","42.619926732835964","29260.709189707643","36","41.03769756156623","33131.82516579346","41","43.909469735919046","29260.709189707643","36","41.03769756156623","22757.23564550906","37","42.35571360628052","25606.357274681144","39","43.357797110304524","22757.23564550906","37","42.35571360628052"
,"37169.809867827935","41","43.98334967309159","38623.281185418964","39","42.31628374988002","37169.809867827935","41","43.98334967309159","36619.968737084404","40","42.59147979930949","29004.006746083076","38","40.029617007881264","36619.968737084404","40","42.59147979930949","29326.935375077035","36","41.03769756156623","33229.191453944884","44","43.909469735919046","29326.935375077035","36","41.03769756156623","22806.658499934183","37","42.35571360628052","25686.50405734297","41","43.357797110304524","22806.658499934183","37","42.35571360628052"
,"37393.54346259743","37","43.98334967309159","38869.60686041661","38","42.31628374988002","37393.54346259743","37","43.98334967309159","36871.798333070605","42","42.59147979930949","29224.658320256436","38","40.029617007881264","36871.798333070605","42","42.59147979930949","29569.764721431475","36","41.03769756156623","33465.65243945549","36","43.909469735919046","29569.764721431475","36","41.03769756156623","23029.06134484724","36","42.35571360628052","25873.513216887226","40","43.357797110304524","23029.06134484724","36","42.35571360628052"
,"37393.54346259743","41","43.98334967309159","38869.60686041661","39","42.31628374988002","37393.54346259743","41","43.98334967309159","36871.798333070605","42","42.59147979930949","29224.658320256436","38","40.029617007881264","36871.798333070605","42","42.59147979930949","29569.764721431475","36","41.03769756156623","33465.65243945549","44","43.909469735919046","29569.764721431475","36","41.03769756156623","23029.06134484724","37","42.35571360628052","25873.513216887226","43","43.357797110304524","23029.06134484724","37","42.35571360628052"
,"37603.29370769383","40","43.98334967309159","39128.24881916413","38","42.31628374988002","37603.29370769383","40","43.98334967309159","37085.853489658875","41","42.59147979930949","29455.339511437676","38","39.79084377928652","37085.853489658875","41","42.59147979930949","29757.405579978087","36","41.03769756156623","33674.294485494254","39","43.697739198049334","29757.405579978087","36","41.03769756156623","23288.53133057914","37","42.35571360628052","26100.595767762396","38","43.27697848937355","23288.53133057914","37","42.35571360628052"
,"37729.143854751674","38","43.98334967309159","39189.83023791354","39","42.31628374988002","37729.143854751674","38","43.98334967309159","37173.993848254046","42","42.59147979930949","29504.29373033411","38","39.79084377928652","37173.993848254046","42","42.59147979930949","29834.669462909045","36","41.03769756156623","33729.08544228644","42","43.697739198049334","29834.669462909045","36","41.03769756156623","23375.021325823105","36","42.35571360628052","26166.980660209272","43","43.27697848937355","23375.021325823105","36","42.35571360628052"
,"37854.994001809515","41","43.98334967309159","39374.574494161774","38","42.31628374988002","37854.994001809515","41","43.98334967309159","37362.866045243696","41","42.57518322870791","29631.574699464836","38","39.79084377928652","37362.866045243696","41","42.57518322870791","30000.234926332527","36","40.75900830534647","33907.15605186106","42","43.697739198049334","30000.234926332527","36","40.75900830534647","23510.934175492195","37","42.24731260900975","26286.47346661365","40","43.27697848937355","23510.934175492195","37","42.24731260900975"
,"37854.994001809515","41","43.98334967309159","39374.574494161774","39","42.31628374988002","37854.994001809515","41","43.98334967309159","37362.866045243696","42","42.57518322870791","29631.574699464836","38","39.79084377928652","37362.866045243696","42","42.57518322870791","30000.234926332527","36","40.75900830534647","33907.15605186106","44","43.697739198049334","30000.234926332527","36","40.75900830534647","23510.934175492195","37","42.24731260900975","26286.47346661365","43","43.27697848937355","23510.934175492195","37","42.24731260900975"
,"38190.59439396376","37","43.98206682722663","39657.84902040906","38","42.086843780372575","38190.59439396376","37","43.98206682722663","37664.67044273264","42","42.57518322870791","29905.718325284863","38","39.79084377928652","37664.67044273264","42","42.57518322870791","30312.2461671876","36","40.75900830534647","34222.20405341614","36","43.697739198049334","30312.2461671876","36","40.75900830534647","23804.86967810839","37","42.24731260900975","26538.73605791178","37","43.27697848937355","23804.86967810839","37","42.24731260900975"
,"38190.59439396376","40","43.98206682722663","39657.84902040906","40","42.086843780372575","38190.59439396376","40","43.98206682722663","37664.67044273264","42","42.57518322870791","29905.718325284863","38","39.79084377928652","37664.67044273264","42","42.57518322870791","30312.2461671876","36","40.75900830534647","34222.20405341614","44","43.697739198049334","30312.2461671876","36","40.75900830534647","23804.86967810839","37","42.24731260900975","26538.73605791178","43","43.27697848937355","23804.86967810839","37","42.24731260900975"
,"38218.55852761822","40","43.98206682722663","39778.71745821279","40","42.086843780372575","38218.55852761822","40","43.98206682722663","37740.12154210488","42","42.57518322870791","30003.62676307773","38","39.79084377928652","37740.12154210488","42","42.57518322870791","30409.077241935727","36","40.75900830534647","34304.390488604426","42","43.697739198049334","30409.077241935727","36","40.75900830534647","23890.600866371446","37","42.24731260900975","26578.566993379907","42","43.27697848937355","23890.600866371446","37","42.24731260900975"
,"38498.19986416281","36","43.98206682722663","40032.54117760062","40","42.086843780372575","38498.19986416281","36","43.98206682722663","38029.350756365115","40","42.44814229687622","30150.48941976703","38","39.79084377928652","38029.350756365115","40","42.44814229687622","30559.70335821059","36","40.75900830534647","34523.55431577318","41","43.697739198049334","30559.70335821059","36","40.75900830534647","24147.794431160615","37","42.24731260900975","26844.106563167414","40","43.27697848937355","24147.794431160615","37","42.24731260900975"
,"38638.020532435105","40","43.98206682722663","40189.67014674547","40","42.086843780372575","38638.020532435105","40","43.98206682722663","38153.83217933386","42","42.44814229687622","30307.142920235616","38","39.79084377928652","38153.83217933386","42","42.44814229687622","30731.84749109615","36","40.75900830534647","34674.2294469517","41","43.697739198049334","30731.84749109615","36","40.75900830534647","24294.762182468712","37","42.24731260900975","26950.322391082416","39","43.27697848937355","24294.762182468712","37","42.24731260900975"
,"38638.020532435105","40","43.98206682722663","40189.67014674547","40","42.086843780372575","38638.020532435105","40","43.98206682722663","38153.83217933386","42","42.44814229687622","30307.142920235616","38","39.79084377928652","38153.83217933386","42","42.44814229687622","30731.84749109615","36","40.75900830534647","34674.2294469517","44","43.697739198049334","30731.84749109615","36","40.75900830534647","24294.762182468712","37","42.24731260900975","26950.322391082416","43","43.27697848937355","24294.762182468712","37","42.24731260900975"
,"38847.75153484355","36","43.98206682722663","40455.58070991367","40","42.086843780372575","38847.75153484355","36","43.98206682722663","38402.795025271356","42","42.44814229687622","30522.541483379922","38","39.79084377928652","38402.795025271356","42","42.44814229687622","30968.54567381379","36","40.75900830534647","34920.78875251655","37","43.697739198049334","30968.54567381379","36","40.75900830534647","24527.461122039866","37","42.24731260900975","27136.20008993367","40","43.27697848937355","24527.461122039866","37","42.24731260900975"
,"38847.75153484355","40","43.98206682722663","40455.58070991367","40","42.086843780372575","38847.75153484355","40","43.98206682722663","38402.795025271356","42","42.44814229687622","30522.541483379922","38","39.79084377928652","38402.795025271356","42","42.44814229687622","30968.54567381379","36","40.75900830534647","34920.78875251655","44","43.32239021834002","30968.54567381379","36","40.75900830534647","24527.461122039866","37","42.24731260900975","27136.20008993367","43","43.27697848937355","24527.461122039866","37","42.24731260900975"
,"39085.44667090645","40","44.4269308835563","40685.23074174076","40","42.639958793231976","39085.44667090645","40","44.4269308835563","38639.309728911976","41","42.430538449883585","30708.56751518637","38","39.79084377928652","38639.309728911976","41","42.430538449883585","31205.243856531433","36","40.53711792688373","35160.591776446636","41","43.32239021834002","31205.243856531433","36","40.53711792688373","24723.418123783995","37","43.207752934241334","27322.077788784925","37","43.27697848937355","24723.418123783995","37","43.207752934241334"
,"39200.86211797491","37","44.4269308835563","40748.43053570692","39","42.639958793231976","39200.86211797491","37","44.4269308835563","38726.32349806114","42","42.430538449883585","30757.521734082802","38","39.79084377928652","38726.32349806114","42","42.430538449883585","31279.003682019622","36","40.53711792688373","35213.88133731999","42","43.32239021834002","31279.003682019622","36","40.53711792688373","24815.87239432369","36","43.207752934241334","27388.462681231802","43","43.27697848937355","24815.87239432369","36","43.207752934241334"
,"39301.85063415981","39","44.4269308835563","40963.30983519186","38","42.639958793231976","39301.85063415981","39","44.4269308835563","38887.92049790958","41","42.430538449883585","30923.966078330675","38","39.718222367316244","38887.92049790958","41","42.430538449883585","31384.374861288463","36","40.53711792688373","35373.750019940046","42","43.32239021834002","31384.374861288463","36","40.53711792688373","25000.780935403083","35","43.207752934241334","27547.786423104306","41","42.994314993452754","25000.780935403083","35","43.207752934241334"
,"39301.85063415981","40","44.4269308835563","40963.30983519186","40","42.639958793231976","39301.85063415981","40","44.4269308835563","38887.92049790958","42","42.430538449883585","30923.966078330675","38","39.718222367316244","38887.92049790958","42","42.430538449883585","31384.374861288463","36","40.53711792688373","35373.750019940046","44","43.32239021834002","31384.374861288463","36","40.53711792688373","25000.780935403083","37","43.207752934241334","27547.786423104306","43","42.994314993452754","25000.780935403083","37","43.207752934241334"
,"39619.24311359807","35","44.4269308835563","41254.028887436194","38","42.639958793231976","39619.24311359807","35","44.4269308835563","39186.25342070671","42","42.430538449883585","31196.076304615504","38","39.718222367316244","39186.25342070671","42","42.430538449883585","31689.9512811681","36","40.53711792688373","35693.48738518016","37","43.32239021834002","31689.9512811681","36","40.53711792688373","25304.559252890656","36","43.207752934241334","27807.672722973337","38","42.994314993452754","25304.559252890656","36","43.207752934241334"
,"39705.80469889942","39","44.4269308835563","41329.868640195586","40","42.639958793231976","39705.80469889942","39","44.4269308835563","39298.12826675563","41","42.20732583085434","31225.23097171745","38","39.718222367316244","39298.12826675563","41","42.20732583085434","31753.173988729406","36","40.53711792688373","35786.74411670853","44","43.32239021834002","31753.173988729406","36","40.53711792688373","25357.390264627626","37","43.207752934241334","27885.638612934046","41","42.994314993452754","25357.390264627626","37","43.207752934241334"
,"39734.65856066653","40","44.4269308835563","41443.62826933467","39","42.639958793231976","39734.65856066653","40","44.4269308835563","39371.37222174074","42","42.20732583085434","31322.413195390604","38","39.718222367316244","39371.37222174074","42","42.20732583085434","31848.008050071363","36","40.53711792688373","35866.678458018556","42","43.32239021834002","31848.008050071363","36","40.53711792688373","25449.84453516732","37","43.207752934241334","27924.6215579144","42","42.994314993452754","25449.84453516732","37","43.207752934241334"
,"39850.07400773499","37","44.4269308835563","41506.82806330083","39","42.639958793231976","39850.07400773499","37","44.4269308835563","39456.823502556705","42","42.20732583085434","31371.00430722718","38","39.718222367316244","39456.823502556705","42","42.20732583085434","31921.76787555955","36","40.53711792688373","35919.96801889191","42","43.32239021834002","31921.76787555955","36","40.53711792688373","25542.298805707018","36","43.207752934241334","27989.59313288166","43","42.994314993452754","25542.298805707018","36","43.207752934241334"
,"39979.91638568701","39","45.05569884390002","41658.507568819616","39","43.356280355894675","39979.91638568701","39","45.05569884390002","39578.896760865224","42","42.20732583085434","31526.495865104225","38","39.718222367316244","39578.896760865224","42","42.20732583085434","32090.361762389697","36","40.53711792688373","36066.51431129363","41","43.32239021834002","32090.361762389697","36","40.53711792688373","25700.791840917926","37","43.207752934241334","28106.541967822723","40","42.994314993452754","25700.791840917926","37","43.207752934241334"
,"40040.1391810626","39","45.05569884390002","41752.00153131089","37","43.356280355894675","40040.1391810626","39","45.05569884390002","39676.55536751204","42","42.20732583085434","31594.523421675432","38","39.718222367316244","39676.55536751204","42","42.20732583085434","32100.89888031658","36","40.53711792688373","36146.448652603656","44","43.32239021834002","32100.89888031658","36","40.53711792688373","25793.24611145762","35","43.207752934241334","28236.48511775724","43","42.994314993452754","25793.24611145762","35","43.207752934241334"
,"40326.19745909667","33","45.05569884390002","42032.48341878471","33","43.356280355894675","40326.19745909667","33","45.05569884390002","40030.567816606745","41","42.0695393866074","31837.478980858315","38","39.718222367316244","40030.567816606745","41","42.0695393866074","32395.938182269336","36","40.49749021905549","36492.83079828045","38","43.30237318941842","32395.938182269336","36","40.49749021905549","26083.816676010953","36","42.99912912249671","28496.37141762627","38","42.994314993452754","26083.816676010953","36","42.99912912249671"
,"40326.19745909667","41","45.05569884390002","42032.48341878471","39","43.356280355894675","40326.19745909667","41","45.05569884390002","40030.567816606745","42","42.0695393866074","31837.478980858315","38","39.718222367316244","40030.567816606745","42","42.0695393866074","32395.938182269336","36","40.49749021905549","36492.83079828045","44","43.30237318941842","32395.938182269336","36","40.49749021905549","26083.816676010953","37","42.99912912249671","28496.37141762627","43","42.994314993452754","26083.816676010953","37","42.99912912249671"
,"40446.64304984786","39","45.05569884390002","42139.33366163188","34","43.356280355894675","40446.64304984786","39","45.05569884390002","40151.26321047279","42","42.0695393866074","31992.97053873536","38","39.718222367316244","40151.26321047279","42","42.0695393866074","32563.89802577422","36","40.49749021905549","36639.15690336408","41","43.30237318941842","32563.89802577422","36","40.49749021905549","26239.806225480927","37","42.99912912249671","28613.320252567333","40","42.994314993452754","26239.806225480927","37","42.99912912249671"
,"40552.03294175515","36","45.05569884390002","42192.75878305546","38","43.356280355894675","40552.03294175515","36","45.05569884390002","40235.74998617902","42","42.0695393866074","32041.561650571937","38","39.718222367316244","40235.74998617902","42","42.0695393866074","32637.380457307605","36","40.49749021905549","36692.36639612176","42","43.30237318941842","32637.380457307605","36","40.49749021905549","26330.80012933841","36","42.99912912249671","28678.29182753459","43","42.994314993452754","26330.80012933841","36","42.99912912249671"
