"BehaviorSpace results (NetLogo 6.3.0)"
"retailers_model_new.nlogo"
"entry-pricing-analysis"
"03/14/2023 15:10:48:571 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","1","1","2","2"
"initial-number-customers","100",,"100",
"set-evaluation-period-range","20",,"20",
"set-run-day","400",,"400",
"retailer1-entry-price","23",,"23",
"price-fraction","1",,"1",
"initial-number-retailers","2",,"2",
"distance-fraction","1",,"1",
"randomise-buying-frequency?","true",,"true",
"Experiment","2-retailer-even-space",,"2-retailer-even-space",
"unit-cost","20",,"20",
"randomise-evaluation-period?","false",,"false",
"show-shop-id?","true",,"true",
"retailer0-entry-price","23",,"23",
"set-buying-frequency","1",,"1",
"show-chosen-shop?","true",,"true",
"[reporter]","[ cumulative-profit ] of retailer 0","[ cumulative-profit ] of retailer 1","[ cumulative-profit ] of retailer 0","[ cumulative-profit ] of retailer 1"
"[final]","391905.59342801536","377408.7046222003","939543.6790696362","947245.6965778656"
"[min]","0","0","0","0"
"[max]","391905.59342801536","377408.7046222003","939543.6790696362","947245.6965778656"
"[mean]","139697.88607350638","130947.79094901143","343187.76365738735","346432.46141731314"
"[steps]","399","399","399","399"

"[all run data]","[ cumulative-profit ] of retailer 0","[ cumulative-profit ] of retailer 1","[ cumulative-profit ] of retailer 0","[ cumulative-profit ] of retailer 1"
,"0","0","0","0"
,"165","135","150","150"
,"165","135","150","150"
,"378.51809466027544","283.67342215316546","408.68159200279564","393.42006663439145"
,"378.51809466027544","283.67342215316546","408.68159200279564","393.42006663439145"
,"576.5003194000565","414.09143671802065","748.8495988469308","747.5116868424573"
,"576.5003194000565","414.09143671802065","748.8495988469308","747.5116868424573"
,"758.1018740137765","525.161653123549","1148.698594535269","1185.925963361551"
,"758.1018740137765","525.161653123549","1148.698594535269","1185.925963361551"
,"902.895277819176","627.8307315809493","1733.932731482334","1785.7496865192434"
,"902.895277819176","627.8307315809493","1733.932731482334","1785.7496865192434"
,"1045.095315819489","727.555169759399","2439.0713493737985","2504.334340209153"
,"1045.095315819489","727.555169759399","2439.0713493737985","2504.334340209153"
,"1233.1676120365214","834.9157897291126","3190.552112015157","3257.378120357931"
,"1233.1676120365214","834.9157897291126","3190.552112015157","3257.378120357931"
,"1406.6911854305258","941.3398635569112","4008.795481659103","4101.834107558283"
,"1406.6911854305258","941.3398635569112","4008.795481659103","4101.834107558283"
,"1572.8744588786021","1027.1064611147576","4917.410748809368","5025.579756113743"
,"1572.8744588786021","1027.1064611147576","4917.410748809368","5025.579756113743"
,"1731.1589003421514","1116.2285571690172","5884.350457841435","5979.60417500834"
,"1731.1589003421514","1116.2285571690172","5884.350457841435","5979.60417500834"
,"1867.7391033080212","1184.5741907227948","6887.655845193955","6970.131098084344"
,"1867.7391033080212","1184.5741907227948","6887.655845193955","6970.131098084344"
,"2092.558931818158","1337.478302612661","7918.677097025974","8021.513948240797"
,"2092.558931818158","1337.478302612661","7918.677097025974","8021.513948240797"
,"2402.6692292278444","1562.9716544158887","9048.60491821614","9181.730174980143"
,"2402.6692292278444","1562.9716544158887","9048.60491821614","9181.730174980143"
,"2700.8179242800675","1802.5320111053002","10281.44289936977","10480.047163697755"
,"2700.8179242800675","1802.5320111053002","10281.44289936977","10480.047163697755"
,"3033.857231401915","2052.321819839072","11557.59571856611","11795.860899227018"
,"3033.857231401915","2052.321819839072","11557.59571856611","11795.860899227018"
,"3373.3185430714316","2306.5137115454604","12924.19408077126","13197.15538082225"
,"3373.3185430714316","2306.5137115454604","12924.19408077126","13197.15538082225"
,"3735.349179206891","2576.0918686647387","14359.991888356173","14626.224436907587"
,"3735.349179206891","2576.0918686647387","14359.991888356173","14626.224436907587"
,"4120.242158798842","2864.164029569212","15868.781666338658","16204.332712265621"
,"4120.242158798842","2864.164029569212","15868.781666338658","16204.332712265621"
,"4509.088473481987","3196.3020326844726","17470.439979977295","17783.08092217927"
,"4509.088473481987","3196.3020326844726","17470.439979977295","17783.08092217927"
,"4993.837219843265","3620.5548294539426","19129.499713924037","19420.09217741257"
,"4993.837219843265","3620.5548294539426","19129.499713924037","19420.09217741257"
,"5518.55991430432","4057.4015016338044","20854.389965702416","21158.88899685111"
,"5518.55991430432","4057.4015016338044","20854.389965702416","21158.88899685111"
,"6134.525276270377","4565.4508954506555","22621.34926496986","22967.37722990776"
,"6134.525276270377","4565.4508954506555","22621.34926496986","22967.37722990776"
,"6791.858647640176","5084.923648164889","24417.096474718055","24865.67440310386"
,"6791.858647640176","5084.923648164889","24417.096474718055","24865.67440310386"
,"7506.248231422578","5688.763386744239","26232.053817148073","26786.010237758826"
,"7506.248231422578","5688.763386744239","26232.053817148073","26786.010237758826"
,"8242.561392634901","6347.823563114679","28146.025345278496","28715.712113157504"
,"8242.561392634901","6347.823563114679","28146.025345278496","28715.712113157504"
,"9030.499660739382","6987.37681695587","30193.063787280982","30802.697390287183"
,"9030.499660739382","6987.37681695587","30193.063787280982","30802.697390287183"
,"9788.637933157535","7729.303070505497","32327.49864911585","32933.42454821726"
,"9788.637933157535","7729.303070505497","32327.49864911585","32933.42454821726"
,"10550.943378067355","8477.144718647723","34447.88461893116","35194.950907020386"
,"10550.943378067355","8477.144718647723","34447.88461893116","35194.950907020386"
,"11421.109459471356","9218.160323343378","36694.54241286733","37446.49963992851"
,"11421.109459471356","9218.160323343378","36694.54241286733","37446.49963992851"
,"12348.204722915827","9977.287350549392","38955.41647920714","39859.281648811615"
,"12348.204722915827","9977.287350549392","38955.41647920714","39859.281648811615"
,"13229.23235058715","10862.132235658637","41352.127853051075","42283.28254543567"
,"13229.23235058715","10862.132235658637","41352.127853051075","42283.28254543567"
,"14143.296776087906","11774.540580096225","43828.84176819594","44765.70196635085"
,"14143.296776087906","11774.540580096225","43828.84176819594","44765.70196635085"
,"15063.913647617339","12688.791184115675","46443.044981264626","47395.66026506955"
,"15063.913647617339","12688.791184115675","46443.044981264626","47395.66026506955"
,"16039.258161281914","13524.057990509129","49137.798142790285","50106.29792541959"
,"16039.258161281914","13524.057990509129","49137.798142790285","50106.29792541959"
,"16938.521258403616","14414.056122415437","51913.41438997761","52967.01997977091"
,"16938.521258403616","14414.056122415437","51913.41438997761","52967.01997977091"
,"17875.4888111741","15222.570743873512","54796.57875369966","55831.5071401326"
,"17875.4888111741","15222.570743873512","54796.57875369966","55831.5071401326"
,"18796.883974727356","16021.68137630372","57710.51692119568","58693.249637698085"
,"18796.883974727356","16021.68137630372","57710.51692119568","58693.249637698085"
,"19656.905100576227","16868.747106319846","60697.25900485186","61629.8961177129"
,"19656.905100576227","16868.747106319846","60697.25900485186","61629.8961177129"
,"20520.53733996086","17722.112036488426","63705.72207560956","64560.90988767098"
,"20520.53733996086","17722.112036488426","63705.72207560956","64560.90988767098"
,"21368.41379137331","18552.301149312654","66733.69343974385","67590.33100059022"
,"21368.41379137331","18552.301149312654","66733.69343974385","67590.33100059022"
,"22205.644741065797","19365.837858794664","69898.68987897054","70672.28543544607"
,"22205.644741065797","19365.837858794664","69898.68987897054","70672.28543544607"
,"23075.640860891534","20246.921360670436","73034.29448592426","73795.8913143264"
,"23075.640860891534","20246.921360670436","73034.29448592426","73795.8913143264"
,"24015.11446070908","21168.930127341686","76144.84832926311","76906.12568023408"
,"24015.11446070908","21168.930127341686","76144.84832926311","76906.12568023408"
,"25103.250290222564","22047.077696868095","79252.52001439505","80002.10673485982"
,"25103.250290222564","22047.077696868095","79252.52001439505","80002.10673485982"
,"26104.865319557885","23067.129532495375","82327.15758393162","83085.4952826956"
,"26104.865319557885","23067.129532495375","82327.15758393162","83085.4952826956"
,"27252.394857698524","24010.680429846776","85370.35564445025","86150.93261067724"
,"27252.394857698524","24010.680429846776","85370.35564445025","86150.93261067724"
,"28390.264235509276","25030.829933315486","88407.96383736153","89210.34482236119"
